Distance (m),Lean Angle (deg)
19538,-42.7040844816
19541,-43.8853529171
19544,-44.7094197984
19547,-45.1674331532
19550,-45.2581463238
19553,-45.02164947
19556,-44.5241381139
19558,-43.9233232063
19561,-43.5223181994
19564,-43.4067572943
19567,-43.5991039777
19570,-44.0369145884
19573,-44.6354371788
19576,-45.1492329837
19579,-45.4747275816
19582,-45.4926919717
19585,-45.1855932153
19588,-44.5427369513
19591,-43.828321634
19594,-43.154866933
19597,-42.6249885021
19600,-42.2866897248
19603,-42.1060964497
19606,-41.7214544345
19609,-41.0422820116
19612,-39.9429771277
19615,-38.3830106753
19618,-36.2568523435
19621,-33.7313707447
19625,-30.8331443369
19628,-27.7204424933
19631,-24.5709612133
19634,-21.5718944048
19638,-18.8699898781
19641,-16.4822525619
19645,-14.4461065502
19648,-12.7897331076
19651,-11.3924857318
19655,-10.0522676009
19658,-8.6651151832
19662,-7.2676631798
19665,-5.861530775
19668,-4.6660562717
19671,-3.9031101589
19674,-3.5393174907
19677,-3.5029391669
19680,-3.6121226444
19683,-3.9031101589
19686,-4.3756286905
19689,-5.1013002157
19691,-6.1144762832
19694,-7.3754899975
19696,-9.1642944518
19699,-11.4275739859
19701,-13.9309782316
19704,-16.2804615365
19706,-18.0481287892
19708,-18.6406753044
19710,-18.4436113958
19712,-17.717160519
19714,-16.7171277651
19716,-15.6387509727
19718,-14.7540488646
19720,-14.1373100254
19721,-13.6553321857
19723,-13.2406023767
19725,-12.7202031032
19726,-12.0579857265
19728,-11.3573337209
19729,-10.7238593293
19731,-10.1585017513
19732,-9.6621316173
19733,-9.1999373498
19735,-8.736533445
19736,-8.0929788979
19737,-7.3395723142
19738,-6.3311132093
19740,-5.065070665
19741,-3.6484923145
19742,-2.1545136153
19743,-0.6210330276
19744,0.8402646571
19745,2.1545136153
19746,3.2116990187
19747,3.975854684
19748,4.4119305099
19750,4.4845804593
19751,4.3393233544
19752,4.1576308788
19753,3.975854684
19754,3.866761692
19754,3.7940554442
